Amory; MS; 33.9844; -88.470917
Ampthill; VA; 37.453158; -77.469798
Amsterdam; MO; 38.395385; -94.576282
Amsterdam; OH; 40.473131; -80.959554
Amston; CT; 41.628969; -72.364601
Anabel; MO; 39.736793; -92.351142
Anacoco; LA; 31.221762; -93.358949
Anaconda; MT; 46.129863; -112.97388
Anacortes; WA; 48.500438; -122.630873
Anadarko; OK; 35.072808; -98.24291
Anaheim; CA; 33.842679; -117.954035
Anaktuvuk Pass; AK; 68.11878; -151.679005
Anamoose; ND; 47.870307; -100.252941
Anamosa; IA; 42.107763; -91.285115
Anatone; WA; 46.128466; -117.088316
Anchor; IL; 40.544091; -88.526581
Anchorage; AK; 61.211571; -149.876077
Anchorage; KY; 38.253688; -85.561151
Anchorville; MI; 42.711817; -82.709392
Anco; KY; 37.233926; -83.032125
Ancona; IL; 41.055118; -88.766039
Ancram; NY; 42.085093; -73.642368
Ancramdale; NY; 42.038103; -73.58187
Andale; KS; 37.782686; -97.640712
Andalusia; AL; 31.297142; -86.490468
Andalusia; IL; 41.435324; -90.728385
Anderson Island; WA; 47.15872; -122.696025
Anderson; AL; 34.951777; -87.272327
Anderson; AK; 64.300693; -149.1718
Anderson; CA; 40.457432; -122.328218
Anderson; IN; 40.114577; -85.725305
Anderson; MO; 36.669224; -94.476648
Anderson; OH; 39.080861; -84.378727
Anderson; SC; 34.526051; -82.630436
Anderson; TX; 30.544291; -96.001822
Andersonville; GA; 32.129907; -84.10101
Andersonville; TN; 36.191514; -84.054399
Andes; NY; 42.156925; -74.788726
Andice; TX; 30.659364; -97.700939
Andover; CT; 41.733215; -72.376719
Andover; IA; 41.992552; -90.238584
Andover; KS; 37.698531; -97.117901
Andover; ME; 44.663703; -70.79666
Andover; MA; 42.64956; -71.156481
Andover; NH; 43.428668; -71.782952
Andover; NJ; 40.961386; -74.752418
Andover; NY; 42.157454; -77.792008
Andover; OH; 41.622488; -80.575374
Andover; SD; 45.422171; -97.917497
Andreas; PA; 40.746457; -75.834247
Andrew; IL; 39.772842; -89.663991
Andrew; IA; 42.158496; -90.60035
Andrews Afb; MD; 38.800324; -76.886695
Andrews; IN; 40.861792; -85.606726
Andrews; NC; 35.195948; -83.822836
Andrews; SC; 33.452525; -79.560438
Andrews; TX; 32.320125; -102.540926
Aneta; ND; 47.699262; -97.981406
Aneth; UT; 37.214671; -109.298281
Angela; MT; 46.771929; -106.315732
Angelica; NY; 42.326339; -77.994671
Angels Camp; CA; 38.064011; -120.55437
Angelus Oaks; CA; 34.153149; -116.948482
Angie; LA; 30.922406; -89.856714
Angier; NC; 35.489725; -78.724931
Angle Inlet; MN; 49.324924; -95.090248
Angleton; TX; 29.181049; -95.446661
Angola; IN; 41.656321; -85.019803
Angola; LA; 30.96562; -91.597948
Angola; NY; 42.636581; -79.049651
Angoon; AK; 57.569832; -134.371052
Angora; MN; 47.757738; -92.641332
Angora; NE; 41.893434; -103.085019
Anguilla; MS; 33.01213; -90.809535
Angus; MN; 48.092675; -96.656978
Angwin; CA; 38.576906; -122.447732
Animas; NM; 31.793696; -108.585695
Anita; IA; 41.449973; -94.779401
Anita; PA; 41.001806; -78.966637
Aniwa; WI; 45.01039; -89.268254
Ankeny; IA; 41.72755; -93.602175
Ann Arbor; MI; 42.279379; -83.783998
Anna; IL; 37.466777; -89.220684
Anna; OH; 40.405105; -84.210344
Anna; TX; 33.344516; -96.563862
Annada; MO; 39.255758; -90.822355
Annandale; MN; 45.248272; -94.106072
Annandale; NJ; 40.628731; -74.885512
Annandale; VA; 38.830699; -77.214245
Annapolis Juncti; MD; 39.130983; -76.798068
Annapolis; CA; 38.714485; -123.314214
Annapolis; IL; 39.117857; -87.802875
Annapolis; MD; 38.952394; -76.49103
Annapolis; MO; 37.39809; -90.670235
Annawan; IL; 41.398022; -89.912949
Anniston; AL; 33.653896; -85.838152
Annona; TX; 33.553519; -94.899226
Annville; PA; 40.345608; -76.544676
Ansley; NE; 41.30193; -99.36452
Anson; ME; 44.783107; -69.930856
Anson; TX; 32.748894; -99.895301
Ansonia; CT; 41.342712; -73.074211
Ansonia; OH; 40.215064; -84.640642
Ansted; WV; 38.13686; -81.095487
Antelope; KS; 38.481037; -96.96123
Antelope; MT; 48.696813; -104.452883
Antelope; OR; 44.889196; -120.791384
Anthon; IA; 42.386967; -95.894765
Anthony; FL; 29.304785; -82.126157
Anthony; KS; 37.151206; -98.028499
Anthony; TX; 31.990718; -106.597625
Anthony; WV; 37.90361; -80.364692
Antigo; WI; 45.131362; -89.141871
Antimony; UT; 38.1015; -111.993029
Antioch; CA; 37.993917; -121.808906
Antioch; IL; 42.464811; -88.117802
Antioch; OH; 39.753063; -81.10336
Antioch; TN; 36.059517; -86.659151
Antler; ND; 48.958525; -101.333758
Antlers; OK; 34.234923; -95.625412
Antoine; AR; 34.028296; -93.437169
Anton Chico; NM; 35.159262; -105.141041
Anton; CO; 39.686527; -103.434296
Anton; TX; 33.804278; -102.165165
Antonia; MO; 38.392733; -90.431134
Antonino; KS; 38.878046; -99.320134
Antonito; CO; 37.085473; -106.037946
Antrim; NH; 43.059547; -71.938698
Antwerp; NY; 44.235775; -75.600484
Antwerp; OH; 41.188736; -84.744796
Anutt; MO; 37.743731; -91.715862
Anvik; AK; 62.830913; -160.130441
Anza; CA; 33.568812; -116.71355
Apache Junction; AZ; 33.415211; -111.571818
Apache; OK; 34.903376; -98.369483
Apalachicola; FL; 29.725465; -85.006264
Apalachin; NY; 42.055579; -76.15194
Apex; NC; 35.722504; -78.840816
Apison; TN; 35.014926; -85.016404
Aplington; IA; 42.587039; -92.875141
Apollo Beach; FL; 27.771553; -82.410199
Apollo; PA; 40.556481; -79.577158
Apopka; FL; 28.711976; -81.513615
Appam; ND; 48.585803; -103.422154
Apple Creek; OH; 40.755118; -81.809256
Apple Grove; WV; 38.713066; -82.172556
Apple River; IL; 42.471432; -90.120145
Apple Springs; TX; 31.226923; -94.981152
Apple Valley; CA; 34.529081; -117.2132
Apple Valley; MN; 44.746147; -93.20776
