James Franklin Barnett, 07/07/1944, Greenville, SC, 00/00/0000
Velvet James Barnes, 13/04/1941, Tuckerman, AR, 14/09/2002
Cedric Glenn Ball, 16/04/1968, Worcester, MA, 00/00/0000
Kenneth Ray Williams, 09/06/1969, Elizabeth City, NC, 00/00/0000
Sean Tyree Colson, 01/07/1975, Philadelphia, PA, 00/00/0000
Kevin Alvin Willis, 06/09/1962, Los Angeles, CA, 00/00/0000
Erwin L. Mueller, 12/03/1944, Livermore, CA, 00/00/0000
Kevin Eugene Williams, 11/09/1961, New York, NY, 00/00/0000
William John Donovan, 30/05/1965, Rockville Centre, NY, 00/00/0000
Jeffrey Alan Slade, 01/03/1941, Chicago Heights, IL, 11/02/2012
James Edward Ware, 02/05/1944, Natchez, MS, 00/00/0000
Marcus James Brown, 03/04/1974, West Memphis, AR, 00/00/0000
Donnis Butcher, 08/02/1936, Williamsport, KY, 00/00/0000
Marshall Earl Brown, 28/06/1918, Whitehouse, TX, 20/08/2008
Carlos R. Clark, 10/08/1960, Somerville, TN, 00/00/0000
Shelvin Bernard Mack, 22/04/1990, Lexington, KY, 00/00/0000
Michael Horus Hall, 05/06/1984, Chicago, IL, 00/00/0000
John S. Palmer, 14/09/1921, Hollywood, CA, 00/00/0000
Harold Ellis, 07/10/1970, Atlanta, GA, 00/00/0000
John Thomas Marshall, 06/01/1931, Coldwater, TN, 00/00/0000
Thomas Kevin Barker, 11/03/1955, Harlingen, TX, 00/00/0000
David L. Budd, 28/10/1938, Woodbury, NJ, 00/00/0000
Randolph Albert Morris, 02/01/1986, Houston, TX, 00/00/0000
Darvin Ham, 23/07/1973, Saginaw, MI, 00/00/0000
Paul Ruffner, 15/10/1948, Downey, CA, 00/00/0000
Don Corey Reid, 30/12/1973, Washington, DC, 00/00/0000
Edward Eugene Rains, 24/12/1956, Ocala, FL, 00/00/0000
Woodrow Sauldsberry, 11/07/1935, Winnsboro, LA, 03/09/2007
Willie J. McCarter, 26/07/1946, Gary, IN, 00/00/0000
Tony Arnel Massenburg, 13/07/1967, Sussex, VA, 00/00/0000
David Deutsch, 13/05/1945, Brooklyn, NY, 00/00/0000
Conrad William Dierking, 02/10/1936, Brooklyn, NY, 00/00/0000
Clyde Edward Lovellette, 07/09/1929, Petersburg, IN, 00/00/0000
Eddie Gill, 16/08/1978, Aurora, CO, 00/00/0000
Robert Brantley Burrow, 29/06/1934, Malvern, AR, 00/00/0000
Michael Holbrook Steppe, 07/11/1959, Chapel Hill, NC, 00/00/0000
Jay Julian Miller, 19/07/1943, St. Louis, MO, 05/04/2001
Vernell Eufaye Coles, 22/04/1968, Covington, VA, 00/00/0000
Martin McBride Conlon, 19/01/1968, Bronx, NY, 00/00/0000
Brook Robert Lopez, 01/04/1988, North Hollywood, CA, 00/00/0000
Orien Randolph Greene, 04/02/1982, Gainesville, FL, 00/00/0000
Francis Marion Sachse, 24/07/1917, Brice, TX, 01/10/1989
Clifford Oldham Hagan, 09/12/1931, Owensboro, KY, 00/00/0000
Scott Garrison English, 20/10/1950, Evanston, IL, 00/00/0000
Kenneth Alan Carr, 15/08/1955, Washington, DC, 00/00/0000
Duane M. Klueh, 06/01/1926, Bottineau, ND, 00/00/0000
Kenneth Lavon Atkins, 14/08/1974, Orlando, FL, 00/00/0000
Jannero Pargo, 22/09/1979, Chicago, IL, 00/00/0000
Benjamin Coleman, 14/11/1961, Minneapolis, MN, 00/00/0000
Sean Michael-Eli Singletary, 06/09/1985, Philadelphia, PA, 00/00/0000
Lee Philip Shaffer, 23/02/1939, Chicago, IL, 00/00/0000
Travis Mitchell Hansen, 15/04/1978, Provo, UT, 00/00/0000
Michael James Batiste, 21/11/1977, Inglewood, CA, 00/00/0000
Walter Henry Lautenbach, 17/11/1922, New Holstein, WI, 09/09/1997
John Arthur Cox, 29/12/1955, Philadelphia, PA, 00/00/0000
Richard Preston Carlisle, 27/10/1959, Ogdensburg, NY, 00/00/0000
Gregory Wayen Oden, 22/01/1988, Buffalo, NY, 00/00/0000
George Jesse Hill, 04/05/1986, Indianapolis, IN, 00/00/0000
Thomas L. Barr, 19/06/1944, (ht) Pittsburgh, PA, 00/00/0000
Paul L. McPherson, 03/07/1978, Chicago, IL, 00/00/0000
Terrah Jerrod Mustaf, 28/10/1969, Whiteville, NC, 00/00/0000
David Gene Schellhase, 14/10/1944, Evansville, IN, 00/00/0000
Curtis Rowe, 02/07/1949, Bessemer, AL, 00/00/0000
David Robert Batton, 26/03/1956, Baltimore, MD, 00/00/0000
Melvin Jermaine Booker, 20/08/1972, Pascagoula, MS, 00/00/0000
Robert Smith, 26/02/1946, Memphis, TN, 00/00/0000
Michel Taylor Armstrong, 05/10/1955, Moultrie, GA, 00/00/0000
Leroy Edwards, 11/04/1914, Indianapolis, IN, 25/08/1971
Michael Walter Peplowski, 15/10/1970, Detroit, MI, 00/00/0000
Corsley Edwards, 05/03/1979, Baltimore, MD, 00/00/0000
Robert Powell, 00/00/0000, Gary, IN, 00/00/0000
Roger Powell, 26/06/1984, Joliet, IL, 00/00/0000
Clyde C. Mayes, 17/03/1953, Greenville, SC, 00/00/0000
Damon William Davis, 26/07/1958, Warren, OH, 00/00/0000
Malcolm T. Lee, 22/05/1990, Riverside, CA, 00/00/0000
Elwood G. Pitzer, 00/00/0000, Springfield, OH, 22/08/2001
Daniel Lawrence Finn, 29/05/1928, Brooklyn, NY, 18/02/2007
Floyd W. Volker, 21/06/1921, Casper, WY, 05/01/1995
Douglas Edwin Moe, 21/09/1938, Brooklyn, NY, 00/00/0000
Herbert L. Koper, 09/08/1942, Rocky, OK, 00/00/0000
Paul George McCracken, 11/09/1950, New York, NY, 00/00/0000
Wayman P. Britt, 31/08/1952, Wilson Mills, NC, 00/00/0000
Albert Kedrick Brown, 18/03/1981, Zachary, LA, 00/00/0000
Ron Calvin Grandison, 09/07/1964, Los Angeles, CA, 00/00/0000
Tegba Othello Hunter, 28/05/1986, Winston-Salem, NC, 00/00/0000
Scott William Brooks, 31/07/1965, French Camp, CA, 00/00/0000
Chelso P. Tamagno, 20/03/1912, (ht) Chicago, IL, 00/00/0000
Chris Raymond Gatling, 03/09/1967, Elizabeth, NJ, 00/00/0000
Jared Thomas Reiner, 08/04/1982, Mitchell, SD, 00/00/0000
Matthew Robert Bonner, 05/04/1980, Concord, NH, 00/00/0000
Andre Emmett, 27/08/1982, Dallas, TX, 00/00/0000
Wilson Jamall Chandler, 10/05/1987, Benton Harbor, MI, 00/00/0000
DeMarcus De'Juan Nelson, 02/11/1985, Oakland, CA, 00/00/0000
Thomas William Owens, 28/06/1949, Bronx, NY, 00/00/0000
Douglas Dale Christie, 09/05/1970, Seattle, WA, 00/00/0000
John Francis Egan, 31/01/1939, Hartford, CT, 00/00/0000
Stephen Dean Bardo, 05/04/1968, Henderson, KY, 00/00/0000
Flynn James Robinson, 28/04/1941, Murphysboro, IL, 00/00/0000
Cliff Meely, 10/07/1947, Rosedale, MS, 00/00/0000
David William Meyers, 21/04/1953, San Diego, CA, 00/00/0000
Byron Stewart Dinkins, 15/06/1967, Charlotte, NC, 00/00/0000
Dorell Wright, 02/12/1985, Los Angeles, CA, 00/00/0000
Tavares Montgomery Williams, 08/10/1971, Fredericksburg, VA, 00/00/0000
Blake Austin Griffin, 16/03/1989, Oklahoma City, OK, 00/00/0000
Cincinnatus Powell, 25/02/1942, Baton Rouge, LA, 00/00/0000
Shaler Halimon, 30/03/1945, Tampa, FL, 00/00/0000
Andrew Edward Tonkovich, 01/11/1922, Uniontown, WV, 02/09/2006
Thaddeus Charles Young, 21/06/1988, New Orleans, LA, 00/00/0000
Travis Demetrius Leslie, 29/03/1990, Atlanta, GA, 00/00/0000
Travis Eric Best, 12/07/1972, Springfield, MA, 00/00/0000
Clinton Johnson, 30/08/1984, Jackson, MS, 00/00/0000
Neil A. Johnson, 17/04/1943, Jackson, MI, 00/00/0000
Winford Gladstone Boynes, 17/05/1957, Greenville, SC, 00/00/0000
Donald Neil Johnston, 04/02/1929, Chillicothe, OH, 28/09/1978
John Pawk, 23/12/1910, Butler, PA, 28/12/2004
John Brian Moore, 03/03/1958, Altoona, PA, 00/00/0000
Thomas Arthur Van Arsdale, 22/02/1943, Indianapolis, IN, 00/00/0000
Dennis Wade Awtrey, 22/02/1948, Hollywood, CA, 00/00/0000
William P. Gates, 30/08/1917, Decatur, AL, 02/12/1999
Jimmie Baker, 25/12/1953, Philadelphia, PA, 00/00/0000
Terry Christopher Tyler, 30/10/1956, Detroit, MI, 00/00/0000
Ira Lee Harge, 14/03/1941, Anguila, MS, 00/00/0000
Brett Grant Vroman, 25/12/1955, Hollywood, CA, 00/00/0000
Christopher Donnell King, 24/07/1969, Newton Grove, NC, 00/00/0000
JamesOn Curry, 07/01/1986, Pleasant Grove, NC, 00/00/0000
Darren Tillis, 23/02/1960, Dallas, TX, 00/00/0000
Jerome Williams, 10/05/1973, Washington, DC, 00/00/0000
Tony Rachaun Bobbitt, 22/10/1979, Daytona, FL, 00/00/0000
Travis Grant, 01/01/1950, Clayton, AL, 00/00/0000
Melvin R. Hutchins, 22/11/1928, Sacramento, CA, 00/00/0000
Thomas Kimball, 07/09/1942, Framingham, MA, 00/00/0000
John R. Thompson, 02/09/1941, Washington, DC, 00/00/0000
Leroy Ellis, 10/03/1940, Far Rockaway, NY, 02/06/2012
LeRon Perry Ellis, 28/04/1969, Los Angeles, CA, 00/00/0000
John Richard Dugger, 13/01/1923, Pittsburgh, PA, 23/02/1988
Samuel Bruce Perkins, 14/06/1961, Brooklyn, NY, 00/00/0000
Jared Anthony Dudley, 10/07/1985, San Diego, CA, 00/00/0000
Cedric Bryan Maxwell, 21/11/1955, Kinston, NC, 00/00/0000
Joseph Bello Snyder, 07/02/1912, (ht) Rochester, NY, 19/05/1998
John H. Shumate, 06/04/1952, Greenville, SC, 00/00/0000
Nathaniel Blackwell, 15/02/1965, Philadelphia, PA, 00/00/0000
James Hamilton, 05/07/1948, Lexington, KY, 00/00/0000
Jordan Christian Hamilton, 06/10/1990, Los Angeles, CA, 00/00/0000
Dwight Anthony Anderson, 28/12/1960, Dayton, OH, 00/00/0000
James Edgar Collins, 05/11/1973, Jacksonville, FL, 00/00/0000
Jarron Thomas Collins, 02/12/1978, Northridge, CA, 00/00/0000
Jason Jeffrey Collier, 08/09/1977, Springfield, OH, 15/10/2005
Paul Nowak, 15/03/1914, South Bend, IN, 10/01/1983
Andrew Jay Rautins, 02/11/1986, Syracuse, NY, 00/00/0000
Kwame James Brown, 10/03/1982, Charleston, SC, 00/00/0000
Jason Paul Collins, 02/12/1978, Northridge, CA, 00/00/0000
Andrae Malone Patterson, 12/11/1975, Riverside, CA, 00/00/0000
Brandon Simone Armstrong, 16/06/1980, San Francisco, CA, 00/00/0000
Jackie Lee Turner, 29/06/1930, Bedford, IN, 00/00/0000
Justin Dennis Williams, 12/05/1984, Chicago, IL, 00/00/0000
Robert Dean Ferry, 31/05/1937, St. Louis, MO, 00/00/0000
LaMarcus Nurae Aldridge, 19/07/1985, Dallas, TX, 00/00/0000
Douglas C. Kistler, 21/03/1938, Wayne, PA, 29/02/1980
Charles Hardnett, 13/09/1938, Atlanta, GA, 00/00/0000
Edgar Jones, 17/06/1956, Fort Rucker, AL, 00/00/0000
Samuel Paul Bowie, 17/03/1961, Lebanon, PA, 00/00/0000
Mitchell Kupchak, 24/05/1954, Hicksville, NY, 00/00/0000
Kenneth Lee Higgs, 31/01/1955, Owensboro, KY, 00/00/0000
Eddie Charles Jones, 20/10/1971, Pompano Beach, FL, 00/00/0000
Gabriel Michael Pruitt, 19/04/1986, Los Angeles, CA, 00/00/0000
Jermaine Taylor, 08/12/1986, Tavares, FL, 00/00/0000
Charles Francis Nash, 24/07/1942, Jersey City, NJ, 00/00/0000
Jeffrey Taylor, 01/01/1960, Blytheville, AR, 00/00/0000
Harold Haskins, 29/10/1924, Page, ND, 00/00/0000
Philip Douglas Jackson, 17/09/1945, Deer Lodge, MT, 00/00/0000
Terrence Deshon Williams, 28/06/1987, Seattle, WA, 00/00/0000
David Vincent Piontek, 27/08/1934, Pittsburgh, PA, 12/05/2004
William Mervin McKinney, 05/06/1955, Waukegan, IL, 00/00/0000
Lawrence Funderburke, 15/12/1970, Columbus, OH, 00/00/0000
Harry A. Davis, 27/01/1956, Cleveland, OH, 00/00/0000
Robert Edwin Gross, 03/08/1953, San Pedro, CA, 00/00/0000
Guy Paul Joseph Sparrow, 02/11/1932, Pontiac, MI, 00/00/0000
James Earl Ray, 27/07/1957, New Orleans, LA, 00/00/0000
Carl Bailey, 23/04/1958, Birmingham, AL, 00/00/0000
Michael Sharod Wilks, 07/05/1979, Milwaukee, WI, 00/00/0000
James E. Price, 27/11/1949, Russellville, KY, 00/00/0000
Howard Nathan, 21/01/1972, Peoria, IL, 00/00/0000
Julyan Ray Stone, 07/12/1988, Alexandria, VA, 00/00/0000
Steven Michael Hawkins, 28/10/1972, Canton, OH, 00/00/0000
Allen Murphy, 15/07/1952, Birmingham, AL, 00/00/0000
William Louis Stricker, 22/01/1948, (ht) Manteca, CA, 00/00/0000
Fennis Marx Dembo, 24/01/1966, Mobile, AL, 00/00/0000
Jimmy Dawn Carruth, 04/11/1969, El Paso, TX, 00/00/0000
Timothy D. Perry, 04/06/1965, Freehold, NJ, 00/00/0000
Keith DeWayne Lee, 28/12/1962, West Memphis, AR, 00/00/0000
Robert Alan Lock, 22/05/1966, Reedley, CA, 00/00/0000
Jimmie Lee Ard, 19/09/1948, Harvey, IL, 00/00/0000
Charles Thomas McMillen, 26/05/1952, Mansfield, PA, 00/00/0000
Benjamin Roy Armstrong, 09/09/1967, Detroit, MI, 00/00/0000
Robert L. Kessler, 25/11/1914, Indianapolis, IN, 05/09/2001
Evan Bruce Eschmeyer, 30/05/1975, New Knoxville, OH, 00/00/0000
R. Steven Colter, 24/07/1962, Phoenix, AZ, 00/00/0000
Emanuel Leaks, 27/11/1945, Cleveland, OH, 00/00/0000
Kasmer Ostrowski, 24/07/1924, (ht) West Wyoming, PA, 02/03/2000
Ronald Charles Sobie, 21/09/1934, Chicago, IL, 23/10/2009
Bobby Ray Jones, 09/01/1984, Compton, CA, 00/00/0000
John Celestand, 06/03/1977, Houston, TX, 00/00/0000
Robert Clyde Jones, 18/12/1951, Charlotte, NC, 00/00/0000
Keith Rennae McCord, 22/06/1957, Birmingham, AL, 00/00/0000
Mark Allan Hendrickson, 23/06/1974, Mount Vernon, WA, 00/00/0000
Harold Devoll, 00/00/0000, (ht) Pontiac, MI, 00/00/0000
Charles Linwood Williams, 08/03/1960, Rocky Mount, NC, 00/00/0000
William Henry Schroeder, 11/04/1923, Sheboygan, WI, 09/12/2003
John Levell Starks, 10/08/1965, Tulsa, OK, 00/00/0000
Donald Jerome Hodge, 25/02/1969, Washington, DC, 00/00/0000
Anthony Price, 05/01/1957, Bronx, NY, 00/00/0000
James Leroy Usry, 02/02/1922, Athens, GA, 25/01/2002
Gregory Donovan Ostertag, 06/03/1973, Dallas, TX, 00/00/0000
Terry Raymond Davis, 17/06/1967, Danville, VA, 00/00/0000
Marcus L. Webb, 09/05/1970, Montgomery, AL, 00/00/0000
John Joseph McNamee, 24/09/1926, San Francisco, CA, 16/07/2011
Jerry Lee Eaves, 08/02/1959, Louisville, KY, 00/00/0000
Jimmy D. Lampley, 02/07/1960, Harrisburg, PA, 00/00/0000
Anthony George Douglas Mason, 14/12/1966, Miami, FL, 00/00/0000
Michael Rene Taylor, 21/01/1986, Chicago, IL, 00/00/0000
Lucius Oliver Allen, 26/09/1947, Kansas City, KS, 00/00/0000
Robert Warren Brannum, 28/05/1926, Winfield, KS, 05/02/2005
Nickey Maxwell Van Exel, 27/11/1971, Kenosha, WI, 00/00/0000
Darren Keefe Daye, 30/11/1960, Des Moines, IA, 00/00/0000
Perry Young, 04/08/1963, Baltimore, MD, 00/00/0000
Bill Tom Closs, 08/01/1922, Edge, TX, 20/06/2011
Emanual Davis, 27/08/1968, Philadelphia, PA, 00/00/0000
Tharon R. Mayes, 09/09/1968, New Haven, CT, 00/00/0000
Donald Robert Anielak, 01/11/1930, St. Louis, MO, 19/11/1995
Robert Malcolm Graham, 23/02/1945, Parrott, GA, 00/00/0000
Bruce Bowen, 14/06/1971, Merced, CA, 00/00/0000
Nikola A. Lalich, 08/05/1916, Lorain, OH, 11/05/2001
Peter Press Maravich, 22/06/1947, Aliquippa, PA, 05/01/1988
Robert B. Wiesenhahn, 22/12/1938, Cincinnati, OH, 00/00/0000
Quentin L. Richardson, 13/04/1980, Chicago, IL, 00/00/0000
John McAdams, 00/00/0000, (ht) Urbana, OH, 00/00/0000
Fredrick Ollie Taylor, 05/02/1948, Houston, TX, 00/00/0000
Michael Kent Benson, 27/12/1954, New Castle, IN, 00/00/0000
Keith A. Benson, 13/08/1988, Cleveland, OH, 00/00/0000
Coby Joseph Dietrick, 23/07/1948, Riverside, CA, 00/00/0000
Marlon Lee Maxey, 19/02/1969, Chicago, IL, 00/00/0000
Oliver Darden, 28/07/1944, Aberdeen, MS, 00/00/0000
David P. Gambee, 16/04/1937, Portland, OR, 00/00/0000
William R. DeAngelis, 05/10/1946, (ht) Cherry Hill, NJ, 00/00/0000
George Ratkovicz, 13/11/1922, Chicago, IL, 10/11/2007
Thomas P. Byrnes, 19/02/1923, New York, NY, 09/01/1981
Edward Gray, 27/09/1975, Riverside, CA, 00/00/0000
William R. Knight, 09/06/1952, Braddock, PA, 00/00/0000
Michael Campanella Russell, 12/01/1952, Jackson, TN, 00/00/0000
Dennis DuVal, 31/03/1952, Westbury, NY, 00/00/0000
Carl Dwayne Kilpatrick, 16/05/1956, Bastrop, LA, 00/00/0000
Cazzie Lee Russell, 07/06/1944, Chicago, IL, 00/00/0000
Christopher Joseph Ford, 11/01/1949, Atlantic City, NJ, 00/00/0000
Clark Clifton Kellogg, 02/07/1961, Cleveland, OH, 00/00/0000
James Taft Fredette, 25/02/1989, Glens Falls, NY, 00/00/0000
Barry Liebowitz, 10/09/1945, New York, NY, 00/00/0000
Casey Gardner Jacobsen, 19/03/1981, Glendora, CA, 00/00/0000
Lorinza Harrington, 02/10/1980, Wagram, NC, 00/00/0000
Dale Wayne Schlueter, 12/11/1945, Tacoma, WA, 00/00/0000
Thomas Jordan, 23/05/1968, Baltimore, MD, 00/00/0000
Thomas J. Ingelsby, 12/02/1951, Philadelphia, PA, 00/00/0000
Charlie Will Bell, 12/03/1979, Flint, MI, 00/00/0000
Robert Allen McAdoo, 25/09/1951, Greensboro, NC, 00/00/0000
Nicholas Ryan Fazekas, 07/06/1985, Denver, CO, 00/00/0000
Rubin B. Russell, 07/11/1944, Fort Worth, TX, 00/00/0000
Paul James Hoffman, 12/04/1922, Jasper, IN, 12/11/1998
Shammond Omar Williams, 05/04/1975, Bronx, NY, 00/00/0000
Shelden DeMar Williams, 21/10/1983, Oklahoma City, OK, 00/00/0000
Shawne Brian Williams, 16/02/1986, Memphis, TN, 00/00/0000
Calvin Lawrence Christensen, 06/06/1927, Toledo, OH, 31/08/2011
Derrick D. Coleman, 21/06/1967, Mobile, AL, 00/00/0000
Aaron Jordan Bramlett, 10/01/1977, DeKalb, IL, 00/00/0000
John Laskowski, 07/06/1953, South Bend, IN, 00/00/0000
Eddie Owens, 26/12/1953, Houston, TX, 00/00/0000
Kennard Norman Winchester, 03/09/1966, Chestertown, MD, 00/00/0000
Larry E. Siegfried, 22/05/1939, Shelby, OH, 14/10/2010
Nicholas Young, 01/06/1985, Los Angeles, CA, 00/00/0000
Daniel S. Swartz, 23/12/1931, Owingsville, KY, 03/04/1997
Nelison Anderson, 20/01/1968, Chicago, IL, 00/00/0000
Alonzo Bradley, 16/10/1953, Utica, MS, 00/00/0000
Paul George, 02/05/1990, Palmdale, CA, 00/00/0000
Herman L. Gilliam, 05/04/1947, Winston-Salem, NC, 16/04/2005
Alex Bradley, 30/10/1959, Bradenton, FL, 00/00/0000
Gregory Paul Fillmore, 07/03/1947, Philadelphia, PA, 00/00/0000
Irving Thomas, 02/01/1966, Brooklyn, NY, 00/00/0000
James Krebs, 08/09/1935, Webster Groves, MO, 06/05/1965
Joel Craig Ehlo, 11/08/1961, Lubbock, TX, 00/00/0000
Kenneth Leroy Green, 11/10/1964, Eustis, FL, 00/00/0000
Kenneth Green, 19/09/1959, Newman, GA, 00/00/0000
Michael Allen Bantom, 03/12/1951, Philadelphia, PA, 00/00/0000
DaJuan Michael Summers, 24/01/1988, Baltimore, MD, 00/00/0000
Robert Sura, 25/03/1973, Wilkes-Barre, PA, 00/00/0000
Edward Montgomery Jordan, 29/01/1955, Washington, DC, 00/00/0000
Jay Hoyland Arnette, 19/12/1938, Austin, TX, 00/00/0000
Iman Asante Shumpert, 12/06/1990, Oak Park, IL, 00/00/0000
Richard Jacob Evans, 31/05/1917, Chicago, IL, 00/00/0000
Bernard Williams, 30/12/1945, Washington, DC, 00/00/0000
Maurice Edward Cheeks, 08/09/1956, Chicago, IL, 00/00/0000
Wesley John Bialosuknia, 08/06/1945, Poughkeepsie, NY, 00/00/0000
William Walton Sharman, 25/05/1926, Abilene, TX, 00/00/0000
Taurean Green, 28/11/1986, Boca Raton, FL, 00/00/0000
Keith Mitchell Closs, 03/04/1976, Hartford, CT, 00/00/0000
Leonard Roy Chappell, 31/01/1941, Portage, PA, 00/00/0000
Andre Lloyd Miller, 19/03/1976, Los Angeles, CA, 00/00/0000
Winston Kinnard Garland, 19/12/1964, Gary, IN, 00/00/0000
Raymond R. Krzoska, 28/10/1918, Jennings, WI, 05/04/2006
Glenn Roberts, 25/10/1912, Pound, VA, 21/05/1980
Anthony Miller, 22/10/1971, Benton Harbor, MI, 00/00/0000
Eric Lance White, 30/12/1965, San Francisco, CA, 00/00/0000
Vincent James Oliver, 28/12/1915, Whiting, IN, 28/08/1985
Myles Patrick, 19/11/1954, Macon, GA, 00/00/0000
Robert Edwin Miller, 09/07/1956, Louisville, KY, 00/00/0000
Howard Henry Schultz, 03/07/1922, St. Paul, MN, 30/10/2009
Richie Frahm, 14/08/1977, Battle Ground, WA, 00/00/0000
Alan Jeffery Anderson, 16/10/1982, Minneapolis, MN, 00/00/0000
Tom Griffin Sluby, 18/02/1962, Washington, DC, 00/00/0000
Walt Gilmore, 27/02/1947, Millen, GA, 00/00/0000
Calvin Lawrence Booth, 07/05/1976, Reynoldsburg, OH, 00/00/0000
David Bruce Wohl, 02/11/1949, Flushing, NY, 00/00/0000
Robert Paul Rose, 27/12/1964, Rochester, NY, 00/00/0000
Raphael Eugene Kuka, 17/02/1922, Havre, MT, 27/03/1990
Richard Barnett, 02/10/1936, Gary, IN, 00/00/0000
DeMar Darnell DeRozan, 07/08/1989, Compton, CA, 00/00/0000
Scott Dean Wedman, 29/07/1952, Harper, KS, 00/00/0000
Geffery Crompton, 04/07/1955, Burlington, NC, 07/01/2002
Patrick Davell Patterson, 14/03/1989, Washington, DC, 00/00/0000
Michael Anthony Brooks, 17/08/1958, Philadelphia, PA, 00/00/0000
Ellis Eugene Vance, 25/02/1923, Peru, IL, 16/02/2012
David Lattin, 23/12/1943, Houston, TX, 00/00/0000
Robert Nordmann, 11/12/1939, St. Louis, MO, 00/00/0000
Harthorne Nathaniel Wingo, 09/09/1947, Tryon, NC, 00/00/0000
Damone Lamar Brown, 28/06/1979, Buffalo, NY, 00/00/0000
Darrall Tucker Imhoff, 11/10/1938, San Gabriel, CA, 00/00/0000
Garret Andrew Siler, 25/10/1986, Augusta, GA, 00/00/0000
Terry L. Furlow, 18/10/1954, Flint, MI, 23/05/1980
John Edwards, 31/07/1981, Hudson, OH, 00/00/0000
Richard Alan Manning, 23/06/1970, Tacoma, WA, 00/00/0000
Lauren Henry Gale, 22/04/1917, Grants Pass, OR, 29/07/1996
Logan Vander Velden, 03/04/1971, Valders, WI, 00/00/0000
John D. Meehan, 09/01/1917, Syracuse, NY, 09/04/2004
Edward Bernard Smith, 05/07/1929, West Jefferson, OH, 25/11/1998
Jerome Kersey, 26/06/1962, Clarksville, VA, 00/00/0000
Bruce A. Seals, 18/06/1953, New Orleans, LA, 00/00/0000
Terrance Roberson, 30/12/1976, Saginaw, MI, 00/00/0000
Roger Allen Burkman, 22/05/1958, Indianapolis, IN, 00/00/0000
Irvin A. Kiffin, 08/08/1951, New York, NY, 00/00/0000
James Blackwell, 25/02/1968, Mount Kisco, NY, 00/00/0000
Jimmy Dan Conner, 20/03/1953, Lawrenceburg, KY, 00/00/0000
Kenneth Anderson, 09/10/1970, Corona, NY, 00/00/0000
Wilmer Clemons Hosket, 19/02/1911, (ht) Dayton, OH, 29/12/1956
John Barry Clemens, 01/05/1943, Dayton, OH, 00/00/0000
Travis Cortez Mays, 19/06/1968, Ocala, FL, 00/00/0000
Donald L. Warnke, 08/04/1920, (ht) Michigan City, IN, 14/04/1970
David Pope, 15/04/1962, Newport News, VA, 00/00/0000
Mike O. Champion, 05/04/1964, Everett, WA, 00/00/0000
Eugene Scape Littles, 29/06/1943, Washington, DC, 00/00/0000
Theron Augustus Smith, 03/10/1980, Winter Haven, FL, 00/00/0000
Larry Glenn Wright, 23/11/1954, Monroe, LA, 00/00/0000
Charles J. Butler, 00/00/0000, Chicago, IL, 00/00/0000
Kurt Vincent Thomas, 04/10/1972, Dallas, TX, 00/00/0000
Baltico S. Erias, 30/07/1932, Astoria, NY, 25/01/2007
Richard Ryland Kelley, 23/03/1953, San Mateo, CA, 00/00/0000
Avery Antonio Bradley, 26/11/1990, Merced, CA, 00/00/0000
Raymond Owes, 11/12/1972, San Bernardino, CA, 00/00/0000
Lawrence Curtis Demic, 27/06/1957, Gary, IN, 00/00/0000
Roy Lee Hamilton, 20/07/1957, Los Angeles, CA, 00/00/0000
Nelson S. Bobb, 25/02/1924, Philadelphia, PA, 08/12/2003
Darnell Greg Bunch, 15/05/1956, San Bernardino, CA, 00/00/0000
Ronald Zagar, 12/11/1939, Spring Valley, IL, 00/00/0000
Richard Mathias Miller, 26/04/1958, Milwaukee, WI, 00/00/0000
Leslie Hunter, 16/08/1942, Nashville, TN, 00/00/0000
David Bing, 24/11/1943, Washington, DC, 00/00/0000
Timothy Duane Hardaway, 01/09/1966, Chicago, IL, 00/00/0000
LaBradford Corvey Smith, 03/04/1969, Bay City, TX, 00/00/0000
Scott Russell Haskin, 19/09/1970, Riverside, CA, 00/00/0000
Larry Smith, 18/01/1958, Rolling Fork, MS, 00/00/0000
Elston Howard Turner, 10/06/1959, Knoxville, TN, 00/00/0000
Johnny W. Cox, 01/11/1936, Neon, KY, 00/00/0000
Melvin Joe Daniels, 20/07/1944, Detroit, MI, 00/00/0000
Brandon Sam Bass, 30/04/1985, Baton Rouge, LA, 00/00/0000
Patrick Aloysius Ewing, 20/05/1984, Boston, MA, 00/00/0000
Micaiah Diondae Glover, 22/10/1978, Marietta, GA, 00/00/0000
Robert Louis Arnzen, 03/11/1947, Covington, KY, 00/00/0000
John J. Havlicek, 08/04/1940, Martins Ferry, OH, 00/00/0000
John Sigred Thompson, 26/03/1946, New York, NY, 00/00/0000
Mark Edward Pope, 11/09/1972, Omaha, NE, 00/00/0000
Jason Carlton Thompson, 21/07/1986, Camden, NJ, 00/00/0000
John Douglas Coughran, 12/09/1951, Pittsburg, CA, 00/00/0000
David G. Popson, 17/05/1964, Kingston, PA, 00/00/0000
Hakim Hanif Warrick, 08/07/1982, Philadelphia, PA, 00/00/0000
Isaac Stallworth, 18/01/1950, Hartselle, AL, 00/00/0000
Walter J. Simon, 01/12/1939, Delcambre, LA, 10/10/1997
Mike Penberthy, 29/11/1973, Los Gatos, CA, 00/00/0000
Craig Dykema, 11/06/1959, Lakewood, CA, 00/00/0000
Winston Arnel Crite, 20/06/1965, Bakersfield, CA, 00/00/0000
